Date,rstar,g,z,output gap,,All results are output from the Stage 3 model.,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap
1961-01-01,5.27885185329623,5.26433315444269,0.0145186988535463,-4.12184616546085,,Parameter Point Estimates,,,,,,,,,,,,,,,-3.45826419129623
1961-04-01,5.76664972276413,5.73562862775153,0.0310210950126007,-4.21227613243934,,a_1,a_2,a_3,b_1,b_2,sigma_1,sigma_2,sigma_4,a_1 + a_2,,,,,,,-3.89428354376413
1961-07-01,5.70223165638216,5.66606101631455,0.0361706400676045,-3.60496614917099,,1.56559090339318,-0.626401935396074,-0.051589665982837,0.668000060292744,0.0852206354155607,0.345745586669194,0.785321420376956,0.573184502190906,0.93918896799711,,,,,,,-3.87454623338216
1961-10-01,5.59201840759474,5.56185675697667,0.0301616506180734,-2.93489655016526,,,,,,,,,,,,,,,,,-3.67852508259474
1962-01-01,5.27874894720826,5.2491063667378,0.029642580470463,-1.94466115348837,,,,,,,,,,,,,,,,,-3.56303533820826
1962-04-01,4.63985821605022,4.6279882114569,0.0118700045933193,-1.06840078325763,,,,,,,,,,,,,,,,,-2.97860008005022
1962-07-01,4.46115942776137,4.45805061457658,0.00310881318479521,-0.626218580897898,,,,,,,,,,,,,,,,,-2.69430189076137
1962-10-01,3.98255190546554,4.01208414891101,-0.0295322434454764,-0.348376893222394,,,,,,,,,,,,,,,,,-2.16097374246554
1963-01-01,3.94885314062824,3.97006545634194,-0.0212123157137017,-0.111965470920495,,,,,,,,,,,,,,,,,-2.09169892962824
1963-04-01,3.9199699628213,3.93593588574521,-0.0159659229239026,0.136688084068282,,,,,,,,,,,,,,,,,-2.0559456318213
1963-07-01,4.23781161544688,4.23106361075193,0.00674800469494995,0.424621886589648,,,,,,,,,,,,,,,,,-1.99718101144688
1963-10-01,3.98795003242189,3.9802734348761,0.00767659754579683,0.903397344156474,,,,,,,,,,,,,,,,,-1.95026663342189
1964-01-01,4.26153871002039,4.24165884645438,0.0198798635660047,1.06943909598306,,,,,,,,,,,,,,,,,-2.31235507002039
1964-04-01,4.17450201992132,4.18366464420997,-0.00916262428865356,1.22870583944689,,,,,,,,,,,,,,,,,-2.14943571592132
1964-07-01,4.25378779269724,4.27323124581935,-0.019443453122112,1.34589434558518,,,,,,,,,,,,,,,,,-2.12081479269724
1964-10-01,4.00407836984637,4.06100473406917,-0.0569263642228003,1.35989089518523,,,,,,,,,,,,,,,,,-1.42360984484637
1965-01-01,4.35902489346821,4.37205102189264,-0.0130261284244291,1.52836640296448,,,,,,,,,,,,,,,,,-1.45353015846821
1965-04-01,4.33416841581376,4.36190711984894,-0.027738704035184,1.69746924216702,,,,,,,,,,,,,,,,,-1.33255059381376
1965-07-01,4.56128794277418,4.57596657212573,-0.0146786293515458,1.8820638678402,,Signal-to-noise Ratios,,,,Log Likelihood,,,,,,,,,,,-1.59414662477418
1965-10-01,4.7625582104055,4.76036488890454,0.00219332150095674,2.21603300212269,,lambda_g,0.0535600751516372,,,-539.187666596047,,,,,,,,,,,-1.7778633934055
1966-01-01,4.98600512065891,4.93312706652264,0.0528780541362698,2.74717241080759,,lambda_z,0.0281567679966471,,,,,,,,,,,,,,-1.71203797965891
1966-04-01,4.77765019164666,4.67011683490158,0.107533356745079,3.21635317290122,,,,,,,,,,,,,,,,,-1.61647878264666
1966-07-01,4.76022484985627,4.63235814153137,0.127866708324899,3.11680599567023,,,,,,,,,,,,,,,,,-1.58297876585627
1966-10-01,4.75297578508457,4.60791668580536,0.145059099279206,2.93033437066447,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t-1} g_{t-2} z_{t-1} z_{t-2}],,,,,,,,,,,,,,,-1.94270663408457
1967-01-01,4.68445817727861,4.63746995906443,0.0469882182141858,2.31283710031903,,Initial State Vector,,,,,,,,,,,,,,,-2.72178542727861
1967-04-01,4.48797148940538,4.47200642157629,0.015965067829092,1.96714630014412,,811.208017567492,810.047349359143,808.886775905172,1.16066820834941,1.1605734539712,0,0,,,,,,,,,-3.26201202040538
1967-07-01,4.54611914410506,4.47358926773309,0.072529876371971,1.89439563302801,,,,,,,,,,,,,,,,,-3.50303446410506
1967-10-01,4.5217796588625,4.41113469578376,0.110644963078742,1.91282311586667,,Initial Covariance Matrix,,,,,,,,,,,,,,,-3.3248441618625
1968-01-01,4.76824162371093,4.56777715382817,0.200464469882763,2.21010361757499,,0.728986437977846,0.2,0,0.200941057762672,0.2,0,0,,,,,,,,,-3.50086121471093
1968-04-01,4.8493869017033,4.61569556833883,0.233691333364472,2.54405207764751,,0.2,0.2,0,0,0,0,0,,,,,,,,,-2.7947910277033
1968-07-01,4.71470947639827,4.51760475833616,0.197104718062109,2.59446079522195,,0,0,0.2,0,0,0,0,,,,,,,,,-2.90630569239827
1968-10-01,4.56575172940142,4.38920562726555,0.176546102135877,2.47626623176768,,0.200941057762672,0,0,0.200941057762672,0.2,0,0,,,,,,,,,-2.93942138840142
1969-01-01,4.65514057602576,4.50633981372096,0.148800762304792,2.28399099696799,,0.2,0,0,0.2,0.2,0,0,,,,,,,,,-2.28753122302576
1969-04-01,4.49390232028516,4.35567398076469,0.138228339520462,2.21673112967289,,0,0,0,0,0,0.235893798639687,0.2,,,,,,,,,-0.228403195285155
1969-07-01,4.43088721094452,4.32722659752083,0.103660613423686,1.87465449207173,,0,0,0,0,0,0.2,0.2,,,,,,,,,0.519344341055481
1969-10-01,4.17025474276395,4.11051054206334,0.059744200700606,1.35021235171632,,,,,,,,,,,,,,,,,0.726211165236051
