rstar,g,z,output gap
01.01.1961,5.27885185329623,5.26433315444269,0.0145186988535463,-4.12184616546085
01.04.1961,5.76664972276413,5.73562862775153,0.0310210950126007,-4.21227613243934
01.07.1961,5.70223165638216,5.66606101631455,0.0361706400676045,-3.60496614917099
01.10.1961,5.59201840759474,5.56185675697667,0.0301616506180734,-2.93489655016526
01.01.1962,5.27874894720826,5.2491063667378,0.029642580470463,-1.94466115348837
01.04.1962,4.63985821605022,4.6279882114569,0.0118700045933193,-1.06840078325763
01.07.1962,4.46115942776137,4.45805061457658,0.00310881318479521,-0.626218580897898
01.10.1962,3.98255190546554,4.01208414891101,-0.0295322434454764,-0.348376893222394
01.01.1963,3.94885314062824,3.97006545634194,-0.0212123157137017,-0.111965470920495
01.04.1963,3.9199699628213,3.93593588574521,-0.0159659229239026,0.136688084068282
01.07.1963,4.23781161544688,4.23106361075193,0.00674800469494995,0.424621886589648
01.10.1963,3.98795003242189,3.9802734348761,0.00767659754579683,0.903397344156474
01.01.1964,4.26153871002039,4.24165884645438,0.0198798635660047,1.06943909598306
01.04.1964,4.17450201992132,4.18366464420997,-0.00916262428865356,1.22870583944689
01.07.1964,4.25378779269724,4.27323124581935,-0.019443453122112,1.34589434558518
01.10.1964,4.00407836984637,4.06100473406917,-0.0569263642228003,1.35989089518523
01.01.1965,4.35902489346821,4.37205102189264,-0.0130261284244291,1.52836640296448
01.04.1965,4.33416841581376,4.36190711984894,-0.027738704035184,1.69746924216702
01.07.1965,4.56128794277418,4.57596657212573,-0.0146786293515458,1.8820638678402
01.10.1965,4.7625582104055,4.76036488890454,0.00219332150095674,2.21603300212269
01.01.1966,4.98600512065891,4.93312706652264,0.0528780541362698,2.74717241080759
01.04.1966,4.77765019164666,4.67011683490158,0.107533356745079,3.21635317290122
01.07.1966,4.76022484985627,4.63235814153137,0.127866708324899,3.11680599567023
01.10.1966,4.75297578508457,4.60791668580536,0.145059099279206,2.93033437066447
01.01.1967,4.68445817727861,4.63746995906443,0.0469882182141858,2.31283710031903
01.04.1967,4.48797148940538,4.47200642157629,0.015965067829092,1.96714630014412
01.07.1967,4.54611914410506,4.47358926773309,0.072529876371971,1.89439563302801
01.10.1967,4.5217796588625,4.41113469578376,0.110644963078742,1.91282311586667
01.01.1968,4.76824162371093,4.56777715382817,0.200464469882763,2.21010361757499
01.04.1968,4.8493869017033,4.61569556833883,0.233691333364472,2.54405207764751
01.07.1968,4.71470947639827,4.51760475833616,0.197104718062109,2.59446079522195
01.10.1968,4.56575172940142,4.38920562726555,0.176546102135877,2.47626623176768
01.01.1969,4.65514057602576,4.50633981372096,0.148800762304792,2.28399099696799
01.04.1969,4.49390232028516,4.35567398076469,0.138228339520462,2.21673112967289
01.07.1969,4.43088721094452,4.32722659752083,0.103660613423686,1.87465449207173
01.10.1969,4.17025474276395,4.11051054206334,0.059744200700606,1.35021235171632
01.01.1970,4.01255973939539,4.01521796121647,-0.0026582218210819,0.565541636136231
01.04.1970,3.94857709060873,3.96146530680288,-0.012888216194152,-0.0342620407759568
01.07.1970,4.00819455783802,4.02226820364824,-0.0140736458102224,-0.424720865065751
01.10.1970,3.72554371282795,3.65945214349621,0.0660915693317452,-0.497410490380389
01.01.1971,4.13900046430993,4.02273930102254,0.116261163287393,-0.545821800634258
01.04.1971,3.91580728181742,3.87506413916161,0.0407431426558134,-0.357077058476193
01.07.1971,3.72171285685656,3.81156575409392,-0.0898528972373628,-0.370620854983258
01.10.1971,3.31951459536962,3.67967003769436,-0.36015544232474,-0.799611692638564
01.01.1972,3.56391151770429,3.78583285083332,-0.221921333129036,-0.249401909727453
01.04.1972,3.6332700794909,3.95794407365399,-0.324673994163088,0.000891468547138174
01.07.1972,3.51368254340411,3.84687919899588,-0.33319665559177,0.519599665208034
01.10.1972,3.53711914642798,3.9249411309293,-0.387821984501323,0.73295989547421
01.01.1973,3.77201704960659,4.12239362605371,-0.350376576447118,1.21626255040428
01.04.1973,4.00445029080363,4.00817964284361,-0.00372935203998187,2.34782970846652
01.07.1973,3.75694910356375,3.73708873221201,0.0198603713517437,2.26959266253596
01.10.1973,3.95445512349753,3.81905577939443,0.135399344103099,2.00886196306828
01.01.1974,3.86478748412562,3.56207013110895,0.302717353016661,1.76256476431718
01.04.1974,4.30001928639207,3.50003348411677,0.799985802275292,2.10247428244099
01.07.1974,4.37651077426055,3.23308895962668,1.14342181463387,2.13361049175319
01.10.1974,4.23341479566285,3.17455946138659,1.05885533427626,1.13101149071827
01.01.1975,3.68470514241668,2.97423242894399,0.710472713472684,-0.296110818747252
01.04.1975,3.42163325522291,3.09133286882168,0.330300386401234,-1.43718819022433
01.07.1975,3.4037428826639,3.23102394860844,0.172718934055457,-1.44882487970506
01.10.1975,3.38129164095423,3.20781730028038,0.173474340673856,-0.796532947849755
01.01.1976,3.48126825335073,3.34628950211843,0.134978751232303,-0.149231679482114
01.04.1976,3.11178770603381,3.22362941256341,-0.111841706529607,0.0735318305823967
01.07.1976,3.08779527956438,3.07004477678116,0.0177505027832175,0.783315747220399
01.10.1976,3.03534468157399,3.00932303492085,0.0260216466531417,1.06649844722176
01.01.1977,3.14888950966777,3.0279054887916,0.12098402087617,1.51028631329132
01.04.1977,3.26895871989529,3.18288562388722,0.0860730960080643,1.82354745532894
01.07.1977,3.41190633718925,3.26372091284623,0.148185424343011,2.46968746070297
01.10.1977,3.01177326755991,3.0715267846425,-0.0597535170825945,2.40608292089416
01.01.1978,2.90974148492554,2.9905408861209,-0.0807994011953636,2.35517632332937
