rstar,g,z,output gap
01.01.1961,4.18869001606075,4.16825356096847,0.0204364550922777,-3.23175123692431
01.04.1961,4.18262103303622,4.16435526594224,0.0182657670939811,-2.97463937517398
01.07.1961,4.16849350988299,4.15429490033288,0.0141986095501138,-2.35172559708974
01.10.1961,4.15000360405778,4.14071031642886,0.00929328762892407,-1.63932407325865
01.01.1962,4.13002673517586,4.12525044070439,0.00477629447146934,-1.05256626570963
01.04.1962,4.11241564749425,4.1100283688876,0.00238727860664997,-0.748651655677008
01.07.1962,4.1050115678102,4.10227721216858,0.00273435564161282,-0.550329910644564
01.10.1962,4.1033783614586,4.09730773827109,0.00607062318751211,-0.54198464855051
01.01.1963,4.11426912044302,4.10254831055091,0.0117208098921108,-0.416395302802925
01.04.1963,4.12732595505579,4.10921829996567,0.0181076550901166,-0.185571874971629
01.07.1963,4.1414722195058,4.11726053605795,0.0242116834478488,0.227669095954752
01.10.1963,4.14828955808904,4.11741581460943,0.0308737434796164,0.424100642760436
01.01.1964,4.16252126182893,4.12454419135239,0.0379770704765368,0.782195061293919
01.04.1964,4.16881546852527,4.1237028265614,0.0451126419638707,0.99261143594174
01.07.1964,4.17841589192508,4.12539290633869,0.0530229855863847,1.20587499179146
01.10.1964,4.18605369552787,4.12431592541018,0.0617377701176901,1.29594102297904
01.01.1965,4.20057204653118,4.13139336384767,0.0691786826835098,1.76465542260951
01.04.1965,4.19955204564868,4.12571059470369,0.0738414509449868,2.18966719145396
01.07.1965,4.19494642542718,4.11951214817864,0.0754342772485378,2.80783998642664
01.10.1965,4.17575254531283,4.10303226941554,0.0727202758972972,3.45939812099721
01.01.1966,4.14329801699369,4.07660972576982,0.0666882912238685,3.95390342880592
01.04.1966,4.10020994942515,4.03976449757118,0.0604454518539728,3.89520160300378
01.07.1966,4.06594128865997,4.01079186340137,0.0551494252586036,3.71776995489756
01.10.1966,4.03102025885769,3.98139867828643,0.0496215805712603,3.48168321535798
01.01.1967,3.99522363098054,3.95124074659418,0.0439828843863602,3.21525555209894
01.04.1967,3.95897280662761,3.91990696287163,0.0390658437559773,2.86301719146593
01.07.1967,3.92966347932494,3.89528482109172,0.0343786582332276,2.75513140524083
01.10.1967,3.89761653984529,3.86889841458462,0.028718125260667,2.82861250299322
01.01.1968,3.86471861776875,3.84383498895645,0.0208836288123067,3.21733589213545
01.04.1968,3.81987894937328,3.80905000481878,0.0108289445545056,3.54908521172581
01.07.1968,3.7707124709991,3.76996260028643,0.000749870712671935,3.60646961563941
01.10.1968,3.72570643379973,3.73423052874209,-0.00852409494236421,3.51263466585885
01.01.1969,3.68487901943095,3.70317342865383,-0.0182944092228831,3.54420314535366
01.04.1969,3.63742083169726,3.66537935899673,-0.0279585272994666,3.31980139072868
01.07.1969,3.59707450656728,3.63331397014536,-0.0362394635780848,2.92922821888453
01.10.1969,3.55891114213695,3.60145394568636,-0.042542803549417,2.18165159212913
01.01.1970,3.53200899161641,3.57882432489672,-0.0468153332803153,1.41425280153328
01.04.1970,3.50948919891913,3.55994335182203,-0.0504541529028998,0.7747447910142
01.07.1970,3.48821420530287,3.54230823541361,-0.0540940301107389,0.323903490857788
01.10.1970,3.46414687479151,3.52045047050385,-0.0563035957123355,-0.208679514401865
01.01.1971,3.45506548890635,3.51428976867017,-0.0592242797638131,0.0173475267539516
01.04.1971,3.42626594261708,3.48926713501008,-0.0630011923930011,0.157696352328003
01.07.1971,3.40708073010561,3.47167780283423,-0.064597072728621,0.390901653005585
01.10.1971,3.39354975732029,3.45847992214314,-0.0649301648228456,0.650442664322327
01.01.1972,3.38752319324378,3.45418921864823,-0.0666660254044517,1.28029548437996
01.04.1972,3.37069390689433,3.44275769027329,-0.0720637833789548,2.10968981991164
01.07.1972,3.34293639029375,3.42277752042873,-0.0798411301349873,2.77891448635899
01.10.1972,3.31656169822425,3.40695654012584,-0.0903948419015945,3.52511125759224
01.01.1973,3.28047857283697,3.38611016273004,-0.105631589893074,4.28456350856061
01.04.1973,3.2296208363924,3.35317242722931,-0.123551590836912,4.51082719945452
01.07.1973,3.17966627830076,3.3205584953997,-0.140892217098932,4.14230345525789
01.10.1973,3.14057641547007,3.29906073905138,-0.158484323581308,3.64061589075914
01.01.1974,3.09475270962485,3.27062093604082,-0.175868226415971,2.6446599874173
01.04.1974,3.06008402638927,3.25162079729648,-0.191536770907206,1.66822709288908
01.07.1974,3.02613345496185,3.23056805107295,-0.2044345961111,0.464535954166081
01.10.1974,3.00607488292731,3.21947943148278,-0.213404548555477,-0.709019143863088
01.01.1975,2.99357857475846,3.21213433276183,-0.218555758003373,-1.71205415786756
01.04.1975,2.99665277052664,3.21837410527131,-0.221721334744673,-1.83890876156454
01.07.1975,2.99816990074166,3.22366314308469,-0.225493242343033,-1.26758427603465
01.10.1975,2.99583384409647,3.22519382684844,-0.229359982751971,-0.534619645655539
01.01.1976,2.99613234806906,3.22919255226927,-0.233060204200208,0.253273170362945
01.04.1976,2.99241411763432,3.22750909503462,-0.235094977400304,0.681484153762653
01.07.1976,3.00083619994355,3.23465467071099,-0.233818470767443,0.91361782814397
01.10.1976,3.01909020485449,3.24946071241829,-0.230370507563803,1.13392182784094
01.01.1977,3.04185724298966,3.26828444191045,-0.226427198920785,1.50396474835622
01.04.1977,3.06297699194129,3.28639404056441,-0.223417048623117,2.07055081672559
01.07.1977,3.07692852075006,3.2978580434629,-0.220929522712836,2.55357041452794
01.10.1977,3.08895149539965,3.30552417685011,-0.216572681450459,2.67563428600522
