Date,rstar,g,z,output gap,,All results are output from the Stage 3 model.,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap
1961-01-01,5.16884406273229,5.15584471567492,0.0129993470573701,-4.01383389935415,,Parameter Point Estimates,,,,,,,,,,,,,,,-3.34825640073229
1961-04-01,5.48771375639063,5.46279379183439,0.024919964556233,-3.89492210916842,,a_1,a_2,a_3,b_1,b_2,sigma_1,sigma_2,sigma_4,a_1 + a_2,,,,,,,-3.61534757739063
1961-07-01,5.35494256333002,5.32797946762871,0.026963095701306,-3.14316926255742,,1.50564187221609,-0.565828855659619,-0.0840093910310759,0.674791744558851,0.0734815190581808,0.33482911932105,0.787449676300463,0.567543971417156,0.939813016556472,,,,,,,-3.52725714033002
1961-10-01,5.21702898680109,5.19689752080529,0.0201314659957954,-2.35799877194961,,,,,,,,,,,,,,,,,-3.30353566180109
1962-01-01,4.97158435577806,4.95064803518264,0.0209363205954241,-1.40546419674456,,,,,,,,,,,,,,,,,-3.25587074677806
1962-04-01,4.42450350774486,4.41440232486361,0.0101011828812525,-0.643226318513598,,,,,,,,,,,,,,,,,-2.76324537174486
1962-07-01,4.26057923604631,4.25678279161619,0.00379644443011844,-0.183715000786833,,,,,,,,,,,,,,,,,-2.49372169904631
1962-10-01,3.82290067262275,3.84029589697524,-0.0173952243524889,0.0548543401347388,,,,,,,,,,,,,,,,,-2.00132250962275
1963-01-01,3.79293409139114,3.80362585554745,-0.0106917641563114,0.320394736238882,,,,,,,,,,,,,,,,,-1.93577988039114
1963-04-01,3.7675556321922,3.77421298874224,-0.00665735655003811,0.595351407644216,,,,,,,,,,,,,,,,,-1.9035313011922
1963-07-01,4.04814046798155,4.04554014165445,0.00260032632710667,1.00077206879007,,,,,,,,,,,,,,,,,-1.80750986398155
1963-10-01,3.84565283076441,3.83581076874032,0.00984206202408769,1.38724289842685,,,,,,,,,,,,,,,,,-1.80796943176441
1964-01-01,4.08685618652903,4.07707533324079,0.00978085328823597,1.66072627923552,,,,,,,,,,,,,,,,,-2.13767254652903
1964-04-01,4.00999982736687,4.02082882337656,-0.0108289960096943,1.83780114027797,,,,,,,,,,,,,,,,,-1.98493352336687
1964-07-01,4.08030048381536,4.10309730095949,-0.0227968171441362,2.01677179867056,,,,,,,,,,,,,,,,,-1.94732748381535
1964-10-01,3.86048498967537,3.90296170015051,-0.0424767104751453,2.00063455720351,,,,,,,,,,,,,,,,,-1.28001646467537
1965-01-01,4.1808638691996,4.20615018124309,-0.0252863120434865,2.2659131578198,,,,,,,,,,,,,,,,,-1.2753691341996
1965-04-01,4.16964523514531,4.20630311483738,-0.0366578796920723,2.42293805417978,,,,,,,,,,,,,,,,,-1.16802741314531
1965-07-01,4.38469680192668,4.42349921125494,-0.0388024093282623,2.64832453486758,,Signal-to-noise Ratios,,,,Log Likelihood,,,,,,,,,,,-1.41755548392668
1965-10-01,4.5813483219478,4.61850882633027,-0.037160504382468,2.9920978696457,,lambda_g,0.0535600751516372,,,-533.531017577896,,,,,,,,,,,-1.5966535049478
1966-01-01,4.80067371606657,4.81200257810658,-0.0113288620400122,3.4992040981914,,lambda_z,0.0293804745265228,,,,,,,,,,,,,,-1.52670657506657
1966-04-01,4.63159147697523,4.59125135988074,0.0403401170944908,3.79997778711174,,,,,,,,,,,,,,,,,-1.47042006797523
1966-07-01,4.61845762580065,4.56262090668343,0.0558367191172204,3.67899411800875,,,,,,,,,,,,,,,,,-1.44121154180065
1966-10-01,4.60926399879164,4.54085662322845,0.0684073755631939,3.49774812690009,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t-1} g_{t-2} z_{t-1} z_{t-2}],,,,,,,,,,,,,,,-1.79899484779164
1967-01-01,4.54393282657752,4.54536370620112,-0.00143087962360086,2.98184704081143,,Initial State Vector,,,,,,,,,,,,,,,-2.58126007657752
1967-04-01,4.35857673210835,4.37261503495836,-0.0140383028500083,2.65439231398921,,811.208017567492,810.047349359143,808.886775905172,1.16066820834941,1.1605734539712,0,0,,,,,,,,,-3.13261726310835
1967-07-01,4.39156724611543,4.36929758408167,0.0222696620337675,2.6392551605021,,,,,,,,,,,,,,,,,-3.34848256611543
1967-10-01,4.3481687396522,4.29929357703696,0.0488751626152352,2.70964261187567,,Initial Covariance Matrix,,,,,,,,,,,,,,,-3.1512332426522
1968-01-01,4.54916921209828,4.45261278635929,0.0965564257389852,3.09305851591716,,0.721404473179223,0.2,0,0.200919369735427,0.2,0,0,,,,,,,,,-3.28178880309828
1968-04-01,4.61094521883319,4.49822282120633,0.112722397626856,3.47465418403203,,0.2,0.2,0,0,0,0,0,,,,,,,,,-2.55634934483319
1968-07-01,4.4863736549202,4.39477923010011,0.0915944248200936,3.54222765958389,,0,0,0.2,0,0,0,0,,,,,,,,,-2.6779698709202
1968-10-01,4.34694516812791,4.26374963639726,0.0831955317306522,3.42796895452921,,0.200919369735427,0,0,0.200919369735427,0.2,0,0,,,,,,,,,-2.72061482712791
1969-01-01,4.42508864689517,4.37038243499069,0.0547062119044734,3.32477336794784,,0.2,0,0,0.2,0.2,0,0,,,,,,,,,-2.05747929389517
1969-04-01,4.27543382161567,4.221594296607,0.0538395250086731,3.23849956058598,,0,0,0,0,0,0.213828712093456,0.2,,,,,,,,,-0.00993469661567215
1969-07-01,4.22481996893254,4.19509369325581,0.0297262756767297,2.89653599657242,,0,0,0,0,0,0.2,0.2,,,,,,,,,0.725411583067465
1969-10-01,4.00226391335701,3.99068826604676,0.0115756473102433,2.27951274701195,,,,,,,,,,,,,,,,,0.894201994642992
